movieId,title,genres,director
m1023,Winnie the Pooh and the Blustery Day (1968),"['Animation', ""Children's""]",a0789313
m1024,"Three Caballeros, The (1945)","['Animation', ""Children's"", 'Musical']",a0949597
m1025,"Sword in the Stone, The (1963)","['Animation', ""Children's""]",a0359457
m1026,So Dear to My Heart (1949),"[""Children's"", 'Drama']",
m1027,Robin Hood: Prince of Thieves (1991),['Drama'],a0721817
m1028,Mary Poppins (1964),"[""Children's"", 'Comedy', 'Musical']",a0829038
m1029,Dumbo (1941),"['Animation', ""Children's"", 'Musical']",a0254675
m1030,Pete's Dragon (1977),"['Adventure', 'Animation', ""Children's"", 'Musical']",a0089940
m1031,Bedknobs and Broomsticks (1971),"['Adventure', ""Children's"", 'Musical']",a0453832
m1032,Alice in Wonderland (1951),"['Animation', ""Children's"", 'Musical']",a0455741
m1033,"Fox and the Hound, The (1981)","['Animation', ""Children's""]",a0718627
m1034,Freeway (1996),['Crime'],a0109165
m1035,"Sound of Music, The (1965)",['Musical'],a0936404
m1036,Die Hard (1988),"['Action', 'Thriller']",a0001532
m1037,"Lawnmower Man, The (1992)","['Action', 'Sci-Fi', 'Thriller']",a0502577
m1038,Unhook the Stars (1996),['Drama'],
m1039,Synthetic Pleasures (1995),['Documentary'],
m1040,"Secret Agent, The (1996)",['Drama'],a0358960
m1041,Secrets & Lies (1996),['Drama'],a0005139
m1042,That Thing You Do! (1996),['Comedy'],a0000158
m1043,To Gillian on Her 37th Birthday (1996),"['Drama', 'Romance']",a0696309
m1044,Surviving Picasso (1996),['Drama'],
m1045,Love Is All There Is (1996),"['Comedy', 'Drama']",
m1046,Beautiful Thing (1996),"['Drama', 'Romance']",a0531751
m1047,"Long Kiss Goodnight, The (1996)","['Action', 'Thriller']",a0001317
m1049,"Ghost and the Darkness, The (1996)","['Action', 'Adventure']",a0394280
m1050,Looking for Richard (1996),"['Documentary', 'Drama']",a0000199
m1051,Trees Lounge (1996),['Drama'],a0000114
m1052,"Proprietor, The (1996)",['Drama'],
m1053,Normal Life (1996),"['Crime', 'Drama']",a0573796
m1054,Get on the Bus (1996),['Drama'],a0000490
m1055,Shadow Conspiracy (1997),['Thriller'],a0181902
m1056,Jude (1996),['Drama'],a0935863
m1057,Everyone Says I Love You (1996),"['Comedy', 'Musical', 'Romance']",a0000095
m1058,Bitter Sugar (Azucar Amargo) (1996),['Drama'],
m1059,William Shakespeare's Romeo and Juliet (1996),"['Drama', 'Romance']",a0525303
m1060,Swingers (1996),"['Comedy', 'Drama']",a0510731
m1061,Sleepers (1996),"['Crime', 'Drama']",a0001469
m1062,"Sunchaser, The (1996)",['Drama'],
m1063,Johns (1996),['Drama'],
m1064,Aladdin and the King of Thieves (1996),"['Animation', ""Children's"", 'Comedy']",a0832309
m1065,"Woman in Question, The (1950)",['Mystery'],
m1066,Shall We Dance? (1937),"['Comedy', 'Musical', 'Romance']",a0762263
m1067,"Damsel in Distress, A (1937)","['Comedy', 'Musical', 'Romance']",
m1068,Crossfire (1947),"['Crime', 'Film-Noir']",a0229424
m1069,"Murder, My Sweet (1944)","['Film-Noir', 'Thriller']",
m1070,Macao (1952),['Adventure'],
m1071,For the Moment (1994),"['Romance', 'War']",
m1073,Willy Wonka and the Chocolate Factory (1971),"['Adventure', ""Children's"", 'Comedy', 'Fantasy']",a0835799
m1075,"Sexual Life of the Belgians, The (1994)",['Comedy'],
m1076,"Innocents, The (1961)",['Thriller'],a0002338
m1077,Sleeper (1973),"['Comedy', 'Sci-Fi']",a0000095
m1078,Bananas (1971),"['Comedy', 'War']",a0000095
m1079,"Fish Called Wanda, A (1988)",['Comedy'],a0000092
m1080,Monty Python's Life of Brian (1979),['Comedy'],a0001402
m1081,Victor/Victoria (1982),"['Comedy', 'Musical']",a0001175
m1082,"Candidate, The (1972)",['Drama'],a0006916
m1083,"Great Race, The (1965)","['Comedy', 'Musical']",a0001175
m1084,Bonnie and Clyde (1967),"['Crime', 'Drama']",a0671957
m1085,"Old Man and the Sea, The (1958)","['Adventure', 'Drama']",a0003593
m1086,Dial M for Murder (1954),"['Mystery', 'Thriller']",a0000033
m1087,Madame Butterfly (1995),['Musical'],
m1088,Dirty Dancing (1987),"['Musical', 'Romance']",a0001915
m1089,Reservoir Dogs (1992),"['Crime', 'Thriller']",a0000233
m1090,Platoon (1986),"['Drama', 'War']",a0000231
m1091,Weekend at Bernie's (1989),['Comedy'],a0467646
m1092,Basic Instinct (1992),"['Mystery', 'Thriller']",a0000682
m1093,"Doors, The (1991)","['Drama', 'Musical']",a0000231
m1094,"Crying Game, The (1992)","['Drama', 'Romance', 'War']",a0001403
m1095,Glengarry Glen Ross (1992),['Drama'],a0001226
m1096,Sophie's Choice (1982),['Drama'],a0001587
m1097,E.T. the Extra-Terrestrial (1982),"[""Children's"", 'Drama', 'Fantasy', 'Sci-Fi']",a0000229
m1098,"Search for One-eye Jimmy, The (1996)",['Comedy'],
m1099,"Christmas Carol, A (1938)",['Drama'],a0547446
m1100,Days of Thunder (1990),"['Action', 'Romance']",a0001716
m1101,Top Gun (1986),"['Action', 'Romance']",a0001716
m1102,American Strays (1996),['Action'],
m1103,Rebel Without a Cause (1955),['Drama'],a0712947
m1104,"Streetcar Named Desire, A (1951)",['Drama'],a0001415
m1105,Children of the Corn IV: The Gathering (1996),['Horror'],a0817770
m1106,"Leopard Son, The (1996)",['Documentary'],
m1107,Loser (1991),['Comedy'],a0121673
m1108,Prerokbe Ognja (1995),['Documentary'],
m1109,Charm's Incidents (1996),['Drama'],
m1110,Bird of Prey (1996),['Action'],
m1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),['Documentary'],a0701821
m1112,Palookaville (1996),"['Action', 'Drama']",a0851930
m1113,"Associate, The (1996)",['Comedy'],
m1114,"Funeral, The (1996)",['Drama'],a0001206
m1115,Sleepover (1995),"['Comedy', 'Drama']",
m1116,"Single Girl, A (La Fille Seule) (1995)",['Drama'],a0415245
m1117,"Eighth Day, The (Le Huitième jour ) (1996)",['Drama'],a0233757
m1118,Tashunga (1995),"['Adventure', 'Western']",
m1119,Drunks (1997),['Drama'],a0169940
m1120,"People vs. Larry Flynt, The (1996)",['Drama'],a0001232
m1121,Glory Daze (1996),['Drama'],a0929186
m1122,Plutonium Circus (1995),['Documentary'],
m1123,"Perfect Candidate, A (1996)",['Documentary'],a0888083
m1124,On Golden Pond (1981),['Drama'],a0041932
m1125,"Return of the Pink Panther, The (1974)",['Comedy'],a0001175
m1126,Drop Dead Fred (1991),"['Comedy', 'Fantasy']",a0429517
m1127,"Abyss, The (1989)","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",a0000116
m1128,"Fog, The (1980)",['Horror'],a0000118
m1129,Escape from New York (1981),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",a0000118
m1130,"Howling, The (1980)",['Horror'],a0001102
m1131,Jean de Florette (1986),['Drama'],a0001945
m1132,Manon of the Spring (Manon des sources) (1986),['Drama'],a0001945
m1133,Talking About Sex (1994),"['Comedy', 'Drama']",
m1134,Johnny 100 Pesos (1993),"['Action', 'Drama']",
m1135,Private Benjamin (1980),['Comedy'],a0956052
m1136,Monty Python and the Holy Grail (1974),['Comedy'],a0001402
m1137,Hustler White (1996),['Romance'],a0478418
m1138,Dadetown (1995),['Documentary'],
m1139,Everything Relative (1996),['Drama'],
m1140,Entertaining Angels: The Dorothy Day Story (1996),['Drama'],a0722493
m1141,Hoogste tijd (1995),['Drama'],
m1142,Get Over It (1996),['Drama'],
m1143,Three Lives and Only One Death (1996),['Comedy'],
m1144,"Line King: Al Hirschfeld, The (1996)",['Documentary'],a0238743
m1145,Snowriders (1996),['Documentary'],
m1146,Curtis's Charm (1995),"['Comedy', 'Drama']",
m1147,When We Were Kings (1996),['Documentary'],a0309382
m1148,"Wrong Trousers, The (1993)","['Animation', 'Comedy']",a0661910
m1149,JLG/JLG - autoportrait de décembre (1994),"['Documentary', 'Drama']",
m1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",['Drama'],a0897045
m1151,Faust (1994),"['Animation', 'Comedy', 'Thriller']",a0840905
m1152,He Walked by Night (1948),"['Crime', 'Film-Noir', 'Thriller']",
m1153,Raw Deal (1948),['Film-Noir'],
m1154,T-Men (1947),['Film-Noir'],
m1155,"Invitation, The (Zaproszenie) (1986)",['Drama'],
m1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",['Drama'],a0001120
m1157,"Symphonie pastorale, La (1946)",['Drama'],
m1158,Here Comes Cookie (1935),['Comedy'],
m1159,Love in Bloom (1935),['Romance'],
m1160,Six of a Kind (1934),['Comedy'],
m1161,"Tin Drum, The (Blechtrommel, Die) (1979)",['Drama'],a0772522
m1162,"Ruling Class, The (1972)",['Comedy'],a0575389
m1163,Mina Tannenbaum (1994),['Drama'],a0240987
m1164,Two or Three Things I Know About Her (1966),['Drama'],
m1165,"Bloody Child, The (1996)","['Drama', 'Thriller']",
m1166,Farmer & Chase (1995),['Comedy'],
m1167,Dear God (1996),['Comedy'],a0005190
m1168,Bad Moon (1996),['Horror'],
m1169,American Dream (1990),['Documentary'],
m1170,Best of the Best 3: No Turning Back (1995),['Action'],a0722221
m1171,Bob Roberts (1992),['Comedy'],a0000209
m1172,Cinema Paradiso (1988),"['Comedy', 'Drama', 'Romance']",a0868153
m1173,"Cook the Thief His Wife & Her Lover, The (1989)",['Drama'],a0000425
m1174,Grosse Fatigue (1994),['Comedy'],
m1175,Delicatessen (1991),"['Comedy', 'Sci-Fi']",a0000466
m1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",['Drama'],a0001425
m1177,Enchanted April (1991),['Drama'],a0001565
m1178,Paths of Glory (1957),"['Drama', 'War']",a0000040
m1179,"Grifters, The (1990)","['Crime', 'Drama', 'Film-Noir']",a0001241
m1180,Hear My Song (1991),['Comedy'],a0155093
m1181,"Shooter, The (1995)",['Action'],
m1183,"English Patient, The (1996)","['Drama', 'Romance', 'War']",a0005237
m1184,Mediterraneo (1991),"['Comedy', 'War']",a0759368
m1185,My Left Foot (1989),['Drama'],a0006487
m1186,"Sex, Lies, and Videotape (1989)",['Drama'],a0001752
m1187,Passion Fish (1992),['Drama'],a0000626
m1188,Strictly Ballroom (1992),"['Comedy', 'Romance']",a0525303
m1189,"Thin Blue Line, The (1988)",['Documentary'],a0001554
m1190,Tie Me Up! Tie Me Down! (1990),['Drama'],a0000264
m1191,Madonna: Truth or Dare (1991),['Documentary'],a0450194
m1192,Paris Is Burning (1990),['Documentary'],a0515255
m1193,One Flew Over the Cuckoo's Nest (1975),['Drama'],a0001232
m1194,Up in Smoke (1978),['Comedy'],a0001045
m1196,Star Wars: Episode V - The Empire Strikes Back (1980),"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'War']",a0449984
m1197,"Princess Bride, The (1987)","['Action', 'Adventure', 'Comedy', 'Romance']",a0001661
m1198,Raiders of the Lost Ark (1981),"['Action', 'Adventure']",a0000229
m1199,Brazil (1985),['Sci-Fi'],a0000416
m1200,Aliens (1986),"['Action', 'Sci-Fi', 'Thriller', 'War']",a0000116
m1201,"Good, The Bad and The Ugly, The (1966)","['Action', 'Western']",a0001466
m1202,Withnail and I (1987),['Comedy'],a0732430
m1203,12 Angry Men (1957),['Drama'],a0001486
m1204,Lawrence of Arabia (1962),"['Adventure', 'War']",a0000180
m1205,"Transformers: The Movie, The (1986)","['Action', 'Animation', ""Children's"", 'Sci-Fi', 'Thriller', 'War']",
m1206,"Clockwork Orange, A (1971)",['Sci-Fi'],a0000040
m1207,To Kill a Mockingbird (1962),['Drama'],a0612322
m1208,Apocalypse Now (1979),"['Drama', 'War']",a0000338
m1209,Once Upon a Time in the West (1969),['Western'],a0001466
m1210,Star Wars: Episode VI - Return of the Jedi (1983),"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'War']",a0549658
m1211,Wings of Desire (Der Himmel über Berlin) (1987),"['Comedy', 'Drama', 'Romance']",a0000694
m1212,"Third Man, The (1949)","['Mystery', 'Thriller']",a0715346
m1213,GoodFellas (1990),"['Crime', 'Drama']",a0000217
m1214,Alien (1979),"['Action', 'Horror', 'Sci-Fi', 'Thriller']",a0000631
m1215,Army of Darkness (1993),"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi']",a0000600
m1216,"Big Blue, The (Le Grand Bleu) (1988)","['Adventure', 'Romance']",a0000108
m1217,Ran (1985),"['Drama', 'War']",a0000041
m1218,"Killer, The (Die xue shuang xiong) (1989)","['Action', 'Thriller']",a0000247
m1219,Psycho (1960),"['Horror', 'Thriller']",a0000033
m1220,"Blues Brothers, The (1980)","['Action', 'Comedy', 'Musical']",a0000484
m1221,"Godfather: Part II, The (1974)","['Action', 'Crime', 'Drama']",a0000338
m1222,Full Metal Jacket (1987),"['Action', 'Drama', 'War']",a0000040
m1223,"Grand Day Out, A (1992)","['Animation', 'Comedy']",a0661910
m1224,Henry V (1989),"['Drama', 'War']",a0000110
m1225,Amadeus (1984),['Drama'],a0001232
m1226,"Quiet Man, The (1952)","['Comedy', 'Romance']",a0000406
m1227,Once Upon a Time in America (1984),"['Crime', 'Drama', 'Thriller']",a0001466
m1228,Raging Bull (1980),['Drama'],a0000217
m1230,Annie Hall (1977),"['Comedy', 'Romance']",a0000095
m1231,"Right Stuff, The (1983)",['Drama'],a0442241
m1232,Stalker (1979),"['Mystery', 'Sci-Fi']",a0001789
m1233,"Boat, The (Das Boot) (1981)","['Action', 'Drama', 'War']",a0000583
m1234,"Sting, The (1973)","['Comedy', 'Crime']",a0001351
m1235,Harold and Maude (1971),['Comedy'],a0000797
m1236,Trust (1990),"['Comedy', 'Drama']",a0001325
m1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",['Drama'],a0000005
m1238,Local Hero (1983),['Comedy'],a0287025
m1240,"Terminator, The (1984)","['Action', 'Sci-Fi', 'Thriller']",a0000116
m1241,Braindead (1992),"['Comedy', 'Horror']",a0001392
m1242,Glory (1989),"['Action', 'Drama', 'War']",a0001880
m1243,Rosencrantz and Guildenstern Are Dead (1990),"['Comedy', 'Drama']",a0001779
m1244,Manhattan (1979),"['Comedy', 'Drama', 'Romance']",a0000095
m1245,Miller's Crossing (1990),['Drama'],a0001053
m1246,Dead Poets Society (1989),['Drama'],a0001837
m1247,"Graduate, The (1967)","['Drama', 'Romance']",a0001566
m1248,Touch of Evil (1958),"['Crime', 'Film-Noir', 'Thriller']",a0000080
m1249,Nikita (La Femme Nikita) (1990),['Thriller'],a0000108
m1250,"Bridge on the River Kwai, The (1957)","['Drama', 'War']",a0000180
m1251,8 1/2 (1963),['Drama'],a0000019
m1252,Chinatown (1974),"['Film-Noir', 'Mystery', 'Thriller']",a0000591
m1253,"Day the Earth Stood Still, The (1951)","['Drama', 'Sci-Fi']",a0936404
m1254,"Treasure of the Sierra Madre, The (1948)",['Adventure'],a0001379
m1255,Bad Taste (1987),"['Comedy', 'Horror']",a0001392
m1256,Duck Soup (1933),"['Comedy', 'War']",a0564970
m1257,Better Off Dead... (1985),['Comedy'],a0390822
m1258,"Shining, The (1980)",['Horror'],a0000040
m1259,Stand by Me (1986),"['Adventure', 'Comedy', 'Drama']",a0001661
m1260,M (1931),"['Crime', 'Film-Noir', 'Thriller']",a0000485
m1261,Evil Dead II (Dead By Dawn) (1987),"['Action', 'Adventure', 'Comedy', 'Horror']",a0000600
m1262,"Great Escape, The (1963)","['Adventure', 'War']",a0836328
m1263,"Deer Hunter, The (1978)","['Drama', 'War']",a0001047
m1264,Diva (1981),"['Action', 'Drama', 'Mystery', 'Romance', 'Thriller']",a0000894
m1265,Groundhog Day (1993),"['Comedy', 'Romance']",a0000601
m1266,Unforgiven (1992),['Western'],a0000142
m1267,"Manchurian Candidate, The (1962)","['Film-Noir', 'Thriller']",a0001239
m1268,Pump Up the Volume (1990),['Drama'],a0610496
m1269,Arsenic and Old Lace (1944),"['Comedy', 'Mystery', 'Thriller']",a0001008
m1270,Back to the Future (1985),"['Comedy', 'Sci-Fi']",a0000709
m1271,Fried Green Tomatoes (1991),['Drama'],a0000816
m1272,Patton (1970),"['Drama', 'War']",a0769874
m1273,Down by Law (1986),"['Comedy', 'Drama']",a0000464
m1274,Akira (1988),"['Adventure', 'Animation', 'Sci-Fi', 'Thriller']",a0960028
m1275,Highlander (1986),"['Action', 'Adventure']",a0611683
m1276,Cool Hand Luke (1967),"['Comedy', 'Drama']",a0742341
m1277,Cyrano de Bergerac (1990),"['Action', 'Drama', 'Romance']",a0710919
m1278,Young Frankenstein (1974),"['Comedy', 'Horror']",a0000316
m1279,Night on Earth (1991),"['Comedy', 'Drama']",a0000464
m1280,Raise the Red Lantern (1991),['Drama'],a0955443
m1281,"Great Dictator, The (1940)",['Comedy'],a0000122
m1282,Fantasia (1940),"['Animation', ""Children's"", 'Musical']",a0789313
m1283,High Noon (1952),['Western'],a0003593
m1284,"Big Sleep, The (1946)","['Film-Noir', 'Mystery']",a0001328
m1285,Heathers (1989),['Comedy'],a0499724
m1286,Somewhere in Time (1980),"['Drama', 'Romance']",a0844358
m1287,Ben-Hur (1959),"['Action', 'Adventure', 'Drama']",a0943758
m1288,This Is Spinal Tap (1984),"['Comedy', 'Drama', 'Musical']",a0001661
m1289,Koyaanisqatsi (1983),"['Documentary', 'War']",a0716585
m1290,Some Kind of Wonderful (1987),"['Drama', 'Romance']",a0222043
m1291,Indiana Jones and the Last Crusade (1989),"['Action', 'Adventure']",a0000229
m1292,Being There (1979),['Comedy'],a0000797
m1293,Gandhi (1982),['Drama'],a0000277
m1294,M*A*S*H (1970),"['Comedy', 'War']",
m1295,"Unbearable Lightness of Being, The (1988)",['Drama'],a0442241
m1296,"Room with a View, A (1986)","['Drama', 'Romance']",a0412465
m1297,Real Genius (1985),['Comedy'],a0004838
m1298,Pink Floyd - The Wall (1982),"['Drama', 'Musical', 'War']",a0000570
m1299,"Killing Fields, The (1984)","['Drama', 'War']",a0423646
m1300,My Life as a Dog (Mitt liv som hund) (1985),['Drama'],a0002120
m1301,Forbidden Planet (1956),['Sci-Fi'],a0928208
m1302,Field of Dreams (1989),['Drama'],a0004675
m1303,"Man Who Would Be King, The (1975)",['Adventure'],a0001379
m1304,Butch Cassidy and the Sundance Kid (1969),"['Action', 'Comedy', 'Western']",a0001351
m1305,"Paris, Texas (1984)",['Drama'],a0000694
m1306,Until the End of the World (Bis ans Ende der Welt) (1991),"['Drama', 'Sci-Fi']",a0000694
m1307,When Harry Met Sally... (1989),"['Comedy', 'Romance']",a0001661
m1308,I Shot a Man in Vegas (1995),['Comedy'],
m1309,Parallel Sons (1995),"['Drama', 'Romance']",
m1310,Hype! (1996),['Documentary'],a0695629
m1311,Santa with Muscles (1996),['Comedy'],
m1312,Female Perversions (1996),['Drama'],a0834201
m1313,Mad Dog Time (1996),['Crime'],
m1314,Breathing Room (1996),['Romance'],
m1315,Paris Was a Woman (1995),['Documentary'],
m1316,Anna (1996),['Drama'],
m1317,I'm Not Rappaport (1996),['Comedy'],
m1318,Blue Juice (1995),"['Comedy', 'Drama']",a0695693
m1319,Kids of Survival (1993),['Documentary'],
m1320,Alien³ (1992),"['Action', 'Horror', 'Sci-Fi', 'Thriller']",a0000399
m1321,"American Werewolf in London, An (1981)",['Horror'],a0000484
m1322,Amityville 1992: It's About Time (1992),['Horror'],a0709752
m1323,Amityville 3-D (1983),['Horror'],a0281507
m1324,Amityville: Dollhouse (1996),['Horror'],a0925474
m1325,Amityville: A New Generation (1993),['Horror'],a0613981
m1326,Amityville II: The Possession (1982),['Horror'],a0198765
m1327,"Amityville Horror, The (1979)",['Horror'],a0742341
m1328,"Amityville Curse, The (1990)",['Horror'],a0077686
m1329,Blood For Dracula (Andy Warhol's Dracula) (1974),['Horror'],a0607407
m1330,April Fool's Day (1986),"['Comedy', 'Horror']",a0910510
m1331,Audrey Rose (1977),['Horror'],a0936404
m1332,"Believers, The (1987)","['Horror', 'Thriller']",a0772259
m1333,"Birds, The (1963)",['Horror'],a0000033
m1334,"Blob, The (1958)","['Horror', 'Sci-Fi']",a0234893
m1335,Blood Beach (1981),"['Action', 'Horror']",a0089177
m1336,Body Parts (1991),['Horror'],a0714599
m1337,"Body Snatcher, The (1945)",['Horror'],a0936404
m1339,Bram Stoker's Dracula (1992),"['Horror', 'Romance']",a0000338
m1340,Bride of Frankenstein (1935),['Horror'],a0001843
m1341,Burnt Offerings (1976),['Horror'],a0193303
m1342,Candyman (1992),['Horror'],a0741262
m1343,Cape Fear (1991),['Thriller'],a0000217
m1344,Cape Fear (1962),"['Film-Noir', 'Thriller']",a0496746
m1345,Carrie (1976),['Horror'],a0000361
m1346,Cat People (1982),['Horror'],a0001707
m1347,"Nightmare on Elm Street, A (1984)",['Horror'],a0000127
m1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",['Horror'],a0003638
m1349,Nosferatu a Venezia (1986),['Horror'],a0172826
m1350,"Omen, The (1976)",['Horror'],a0001149
m1351,Blood & Wine (1997),['Drama'],a0706182
m1352,Albino Alligator (1996),"['Crime', 'Thriller']",a0000228
m1353,"Mirror Has Two Faces, The (1996)","['Comedy', 'Romance']",a0000659
m1354,Breaking the Waves (1996),['Drama'],a0001885
m1355,Nightwatch (1997),"['Horror', 'Thriller']",a0097079
m1356,Star Trek: First Contact (1996),"['Action', 'Adventure', 'Sci-Fi']",a0000408
m1357,Shine (1996),"['Drama', 'Romance']",a0382956
m1358,Sling Blade (1996),"['Drama', 'Thriller']",a0000671
m1359,Jingle All the Way (1996),"['Adventure', ""Children's"", 'Comedy']",a0505152
m1360,Identification of a Woman (Identificazione di una donna) (1982),['Drama'],
m1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),['Documentary'],a0802501
m1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",['Drama'],
m1363,"Preacher's Wife, The (1996)",['Drama'],a0001508
m1364,Zero Kelvin (Kjærlighetens kjøtere) (1995),['Action'],
m1365,Ridicule (1996),['Drama'],a0496312
m1366,"Crucible, The (1996)",['Drama'],a0405336
m1367,101 Dalmatians (1996),"[""Children's"", 'Comedy']",a0378893
m1368,"Forbidden Christ, The (Cristo proibito, Il) (1950)",['Drama'],
m1369,I Can't Sleep (J'ai pas sommeil) (1994),"['Drama', 'Thriller']",
m1370,Die Hard 2 (1990),"['Action', 'Thriller']",a0001317
m1371,Star Trek: The Motion Picture (1979),"['Action', 'Adventure', 'Sci-Fi']",a0936404
m1372,Star Trek VI: The Undiscovered Country (1991),"['Action', 'Adventure', 'Sci-Fi']",a0583292
m1373,Star Trek V: The Final Frontier (1989),"['Action', 'Adventure', 'Sci-Fi']",a0000638
m1374,Star Trek: The Wrath of Khan (1982),"['Action', 'Adventure', 'Sci-Fi']",a0583292
m1375,Star Trek III: The Search for Spock (1984),"['Action', 'Adventure', 'Sci-Fi']",a0000559
m1376,Star Trek IV: The Voyage Home (1986),"['Action', 'Adventure', 'Sci-Fi']",a0000559
m1377,Batman Returns (1992),"['Action', 'Adventure', 'Comedy', 'Crime']",a0000318
m1378,Young Guns (1988),"['Action', 'Comedy', 'Western']",a0128883
m1379,Young Guns II (1990),"['Action', 'Comedy', 'Western']",a0614276
m1380,Grease (1978),"['Comedy', 'Musical', 'Romance']",a0459170
m1381,Grease 2 (1982),"['Comedy', 'Musical', 'Romance']",a0083279
m1382,Marked for Death (1990),"['Action', 'Drama']",a0514546
m1383,Adrenalin: Fear the Rush (1996),"['Action', 'Sci-Fi']",
m1384,"Substance of Fire, The (1996)",['Drama'],
m1385,Under Siege (1992),['Action'],a0001112
m1386,Terror in a Texas Town (1958),['Western'],
m1387,Jaws (1975),"['Action', 'Horror']",a0000229
m1388,Jaws 2 (1978),"['Action', 'Horror']",a0844358
m1389,Jaws 3-D (1983),"['Action', 'Horror']",a0023469
m1390,My Fellow Americans (1996),['Comedy'],a0781842
m1391,Mars Attacks! (1996),"['Action', 'Comedy', 'Sci-Fi', 'War']",a0000318
m1392,Citizen Ruth (1996),"['Comedy', 'Drama']",a0668247
m1393,Jerry Maguire (1996),"['Drama', 'Romance']",a0001081
m1394,Raising Arizona (1987),['Comedy'],a0001053
m1395,Tin Men (1987),"['Comedy', 'Drama']",a0001469
m1396,Sneakers (1992),"['Crime', 'Drama', 'Sci-Fi']",a0004675
m1397,Bastard Out of Carolina (1996),['Drama'],a0001378
m1398,In Love and War (1996),"['Romance', 'War']",a0000277
m1399,Marvin's Room (1996),['Drama'],a0952360
m1400,Somebody is Waiting (1996),['Drama'],
m1401,Ghosts of Mississippi (1996),['Drama'],a0001661
m1404,Night Falls on Manhattan (1997),"['Crime', 'Drama']",
m1405,Beavis and Butt-head Do America (1996),"['Animation', 'Comedy']",a0438394
m1406,"Cérémonie, La (1995)",['Drama'],a0001031
m1407,Scream (1996),"['Horror', 'Thriller']",a0000127
m1408,"Last of the Mohicans, The (1992)","['Action', 'Romance', 'War']",a0000520
m1409,Michael (1996),"['Comedy', 'Romance']",a0001188
m1410,"Evening Star, The (1996)","['Comedy', 'Drama']",
m1411,Hamlet (1996),['Drama'],a0000110
m1412,Some Mother's Son (1996),['Drama'],a0313623
m1413,"Whole Wide World, The (1996)",['Drama'],a0006959
m1414,Mother (1996),['Comedy'],a0000983
m1415,"Thieves (Voleurs, Les) (1996)","['Crime', 'Drama', 'Romance']",a0029242
m1416,Evita (1996),"['Drama', 'Musical']",a0000570
m1417,"Portrait of a Lady, The (1996)",['Drama'],a0001005
m1419,Walkabout (1971),['Drama'],a0001676
m1420,Message to Love: The Isle of Wight Festival (1996),['Documentary'],
m1421,Grateful Dead (1995),['Documentary'],
m1422,Murder at 1600 (1997),"['Mystery', 'Thriller']",a0514546
m1423,Hearts and Minds (1996),['Drama'],a0956537
m1424,Inside (1996),['Action'],
m1425,Fierce Creatures (1997),['Comedy'],a0950000
m1426,Zeus and Roxanne (1997),"[""Children's""]",a0004305
m1427,Turbulence (1997),['Thriller'],a0125111
m1428,Angel Baby (1995),['Drama'],a0753382
m1429,Jackie Chan's First Strike (1996),['Action'],a0867262
m1430,Underworld (1997),['Thriller'],a0002337
m1431,Beverly Hills Ninja (1997),"['Action', 'Comedy']",a0240797
m1432,Metro (1997),['Action'],a0141961
m1433,"Machine, The (1994)","['Comedy', 'Horror']",
m1434,"Stranger, The (1994)",['Action'],
m1436,Falling in Love Again (1980),['Comedy'],
m1437,"Cement Garden, The (1993)",['Drama'],a0001949
m1438,Dante's Peak (1997),"['Action', 'Thriller']",a0002044
m1439,Meet Wally Sparks (1997),['Comedy'],a0049975
m1440,Amos & Andrew (1993),['Comedy'],a0296861
m1441,Benny & Joon (1993),"['Comedy', 'Romance']",a0154819
m1442,Prefontaine (1997),['Drama'],a0416945
m1443,"Tickle in the Heart, A (1996)",['Documentary'],
m1444,Guantanamera (1994),['Comedy'],
m1445,McHale's Navy (1997),"['Comedy', 'War']",a0818465
m1446,Kolya (1996),['Comedy'],a0841232
m1447,Gridlock'd (1997),['Crime'],a0193554
m1448,Fire on the Mountain (1996),['Documentary'],
m1449,Waiting for Guffman (1996),['Comedy'],a0001302
m1450,Prisoner of the Mountains (Kavkazsky Plennik) (1996),['War'],
m1453,"Beautician and the Beast, The (1997)","['Comedy', 'Romance']",a0477129
m1454,SubUrbia (1997),['Comedy'],a0000500
m1455,Hotel de Love (1996),"['Comedy', 'Romance']",
m1456,"Pest, The (1997)",['Comedy'],a0589106
m1457,Fools Rush In (1997),"['Comedy', 'Romance']",a0855035
m1458,Touch (1997),['Romance'],a0001707
m1459,Absolute Power (1997),"['Mystery', 'Thriller']",a0000142
m1460,That Darn Cat! (1997),"[""Children's"", 'Comedy', 'Mystery']",a0818639
m1461,Vegas Vacation (1997),['Comedy'],a0450387
