movieId,title,genres,rating,director,votes,budget,gross
m978,"Blue Angel, The (Blaue Engel, Der) (1930)",['Drama'],,,,,
m979,Nothing Personal (1995),"['Drama', 'War']",6.9,a0642823,468,0,0
m980,In the Line of Duty 2 (1987),['Action'],,,,,
m981,Dangerous Ground (1997),['Drama'],4.5,a0740213,1813,0,0
m982,Picnic (1955),['Drama'],7.1,a0517597,7917,0,0
m983,Madagascar Skin (1995),['Romance'],,,,,
m984,"Pompatus of Love, The (1996)","['Comedy', 'Drama']",5.3,a0770942,547,0,0
m985,Small Wonders (1996),['Documentary'],,,,,
m986,Fly Away Home (1996),"['Adventure', ""Children's""]",6.8,a0050597,23617,"22,000,000",0
m987,Bliss (1997),"['Drama', 'Romance']",6.0,a0949796,2159,0,0
m988,Grace of My Heart (1996),"['Comedy', 'Drama']",6.7,a0025978,3575,"5,000,000",0
m989,Schlafes Bruder (Brother of Sleep) (1995),['Drama'],,,,,
m990,Maximum Risk (1996),"['Action', 'Adventure', 'Thriller']",5.5,a0482681,20361,"25,000,000","51,702,483"
m991,Michael Collins (1996),"['Drama', 'War']",7.2,a0001403,29606,"28,000,000","16,900,000"
m992,"Rich Man's Wife, The (1996)",['Thriller'],,,,,
m993,Infinity (1996),['Drama'],6.2,a0000111,1714,0,0
m994,Big Night (1996),['Drama'],7.3,a0001804,17953,"4,100,000",0
m996,Last Man Standing (1996),"['Action', 'Drama', 'Western']",6.4,a0001353,53505,"67,000,000","33,200,000"
m997,Caught (1996),"['Drama', 'Thriller']",,,,,
m998,Set It Off (1996),"['Action', 'Crime']",6.9,a0336620,14383,"9,000,000",0
m999,2 Days in the Valley (1996),['Crime'],6.5,a0381273,18478,0,0
m1000,Curdled (1996),['Crime'],,,,,
m1001,"Associate, The (L'Associe)(1982)",['Comedy'],,,,,
m1002,Ed's Next Move (1996),['Comedy'],,,,,
m1003,Extreme Measures (1996),"['Drama', 'Thriller']",6.2,a0000776,17080,"38,000,000",0
m1004,"Glimmer Man, The (1996)","['Action', 'Thriller']",5.4,a0336726,18845,"45,000,000","16,000,000"
m1005,D3: The Mighty Ducks (1996),"[""Children's"", 'Comedy']",5.5,a0509409,24817,0,0
m1006,"Chamber, The (1996)",['Drama'],6.0,a0001226,12870,"50,000,000","7,989,000"
m1007,"Apple Dumpling Gang, The (1975)","[""Children's"", 'Comedy', 'Western']",6.5,a0865709,5143,0,0
m1008,"Davy Crockett, King of the Wild Frontier (1955)",['Western'],7.0,a0287988,3684,0,0
m1009,Escape to Witch Mountain (1975),"['Adventure', ""Children's"", 'Fantasy']",6.4,a0396421,9352,0,0
m1010,"Love Bug, The (1969)","[""Children's"", 'Comedy']",6.5,a0829038,14477,0,0
m1011,Herbie Rides Again (1974),"['Adventure', ""Children's"", 'Comedy']",5.7,a0829038,7445,0,0
m1012,Old Yeller (1957),"[""Children's"", 'Drama']",7.3,a0829038,11958,0,0
m1013,"Parent Trap, The (1961)","[""Children's"", 'Drama']",7.1,a0842582,19090,0,"29,650,385"
m1014,Pollyanna (1960),"[""Children's"", 'Comedy', 'Drama']",7.4,a0842582,9224,0,0
m1015,Homeward Bound: The Incredible Journey (1993),"['Adventure', ""Children's""]",7.0,a0242271,42149,0,0
m1016,"Shaggy Dog, The (1959)","[""Children's"", 'Comedy']",6.5,a0059106,4460,0,0
m1017,Swiss Family Robinson (1960),"['Adventure', ""Children's""]",7.2,a0002175,14345,"5,000,000",0
m1018,That Darn Cat! (1965),"[""Children's"", 'Comedy', 'Mystery']",6.8,a0829038,6105,0,0
m1019,"20,000 Leagues Under the Sea (1954)","['Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']",7.2,a0281507,29547,"9,000,000","1,915,396"
m1020,Cool Runnings (1993),['Comedy'],7.0,a0005509,93547,"15,000,000","154,856,263"
m1021,Angels in the Outfield (1994),"[""Children's"", 'Comedy']",6.2,a0213100,29288,"24,000,000",0
m1022,Cinderella (1950),"['Animation', ""Children's"", 'Musical']",7.3,a0527217,146406,"2,900,000",0
m1023,Winnie the Pooh and the Blustery Day (1968),"['Animation', ""Children's""]",8.0,a0789313,4710,0,0
m1024,"Three Caballeros, The (1945)","['Animation', ""Children's"", 'Musical']",6.4,a0949597,12597,0,0
m1025,"Sword in the Stone, The (1963)","['Animation', ""Children's""]",7.2,a0359457,90033,"3,000,000",0
m1026,So Dear to My Heart (1949),"[""Children's"", 'Drama']",,,,,
m1027,Robin Hood: Prince of Thieves (1991),['Drama'],6.9,a0721817,178964,"48,000,000","390,493,908"
m1028,Mary Poppins (1964),"[""Children's"", 'Comedy', 'Musical']",7.8,a0829038,158631,"6,000,000","115,272,727"
m1029,Dumbo (1941),"['Animation', ""Children's"", 'Musical']",7.2,a0254675,120232,"950,000",0
m1030,Pete's Dragon (1977),"['Adventure', 'Animation', ""Children's"", 'Musical']",6.4,a0089940,22542,"10,000,000",0
m1031,Bedknobs and Broomsticks (1971),"['Adventure', ""Children's"", 'Musical']",7.1,a0453832,34332,"20,000,000",0
m1032,Alice in Wonderland (1951),"['Animation', ""Children's"", 'Musical']",7.4,a0455741,129529,"3,000,000",0
m1033,"Fox and the Hound, The (1981)","['Animation', ""Children's""]",7.3,a0718627,85167,"12,000,000",0
m1034,Freeway (1996),['Crime'],6.8,a0109165,26522,"3,000,000",0
m1035,"Sound of Music, The (1965)",['Musical'],8.0,a0936404,207883,"8,200,000","286,214,286"
m1036,Die Hard (1988),"['Action', 'Thriller']",8.2,a0001532,795719,"28,000,000","140,767,956"
m1037,"Lawnmower Man, The (1992)","['Action', 'Sci-Fi', 'Thriller']",5.5,a0502577,33999,"10,000,000","150,000,000"
m1038,Unhook the Stars (1996),['Drama'],,,,,
m1039,Synthetic Pleasures (1995),['Documentary'],,,,,
m1040,"Secret Agent, The (1996)",['Drama'],5.7,a0358960,2206,"7,000,000",0
m1041,Secrets & Lies (1996),['Drama'],8.0,a0005139,37773,"4,500,000",0
m1042,That Thing You Do! (1996),['Comedy'],6.9,a0000158,62574,"26,000,000","34,585,416"
m1043,To Gillian on Her 37th Birthday (1996),"['Drama', 'Romance']",5.8,a0696309,4603,0,0
m1044,Surviving Picasso (1996),['Drama'],,,,,
m1045,Love Is All There Is (1996),"['Comedy', 'Drama']",,,,,
m1046,Beautiful Thing (1996),"['Drama', 'Romance']",7.5,a0531751,22687,0,0
m1047,"Long Kiss Goodnight, The (1996)","['Action', 'Thriller']",6.8,a0001317,73824,"65,000,000",0
m1049,"Ghost and the Darkness, The (1996)","['Action', 'Adventure']",6.9,a0394280,56477,"55,000,000","36,400,000"
m1050,Looking for Richard (1996),"['Documentary', 'Drama']",7.3,a0000199,7867,0,0
m1051,Trees Lounge (1996),['Drama'],7.1,a0000114,13869,"1,300,000",0
m1052,"Proprietor, The (1996)",['Drama'],,,,,
m1053,Normal Life (1996),"['Crime', 'Drama']",6.3,a0573796,2156,0,0
m1054,Get on the Bus (1996),['Drama'],6.8,a0000490,5180,"2,400,000",0
m1055,Shadow Conspiracy (1997),['Thriller'],5.0,a0181902,4398,"45,000,000",0
m1056,Jude (1996),['Drama'],6.9,a0935863,9935,"7,000,000",0
m1057,Everyone Says I Love You (1996),"['Comedy', 'Musical', 'Romance']",6.7,a0000095,35435,"20,000,000","16,104,765"
m1058,Bitter Sugar (Azucar Amargo) (1996),['Drama'],,,,,
m1059,William Shakespeare's Romeo and Juliet (1996),"['Drama', 'Romance']",6.7,a0525303,211482,"14,500,000","147,554,998"
m1060,Swingers (1996),"['Comedy', 'Drama']",7.2,a0510731,75586,"200,000",0
m1061,Sleepers (1996),"['Crime', 'Drama']",7.6,a0001469,187337,"44,000,000","165,615,285"
m1062,"Sunchaser, The (1996)",['Drama'],,,,,
m1063,Johns (1996),['Drama'],,,,,
m1064,Aladdin and the King of Thieves (1996),"['Animation', ""Children's"", 'Comedy']",6.4,a0832309,32981,0,0
m1065,"Woman in Question, The (1950)",['Mystery'],,,,,
m1066,Shall We Dance? (1937),"['Comedy', 'Musical', 'Romance']",7.5,a0762263,6572,"991,000",0
m1067,"Damsel in Distress, A (1937)","['Comedy', 'Musical', 'Romance']",,,,,
m1068,Crossfire (1947),"['Crime', 'Film-Noir']",7.3,a0229424,7279,"250,000",0
m1069,"Murder, My Sweet (1944)","['Film-Noir', 'Thriller']",,,,,
m1070,Macao (1952),['Adventure'],,,,,
m1071,For the Moment (1994),"['Romance', 'War']",,,,,
m1073,Willy Wonka and the Chocolate Factory (1971),"['Adventure', ""Children's"", 'Comedy', 'Fantasy']",7.8,a0835799,179404,"3,000,000",0
m1075,"Sexual Life of the Belgians, The (1994)",['Comedy'],,,,,
m1076,"Innocents, The (1961)",['Thriller'],7.8,a0002338,27124,"430,000",0
m1077,Sleeper (1973),"['Comedy', 'Sci-Fi']",7.2,a0000095,39855,"2,000,000",0
m1078,Bananas (1971),"['Comedy', 'War']",7.0,a0000095,34094,"2,000,000",0
m1079,"Fish Called Wanda, A (1988)",['Comedy'],7.5,a0000092,132036,"7,500,000",0
m1080,Monty Python's Life of Brian (1979),['Comedy'],8.1,a0001402,368571,"4,000,000","36,045,115"
m1081,Victor/Victoria (1982),"['Comedy', 'Musical']",7.6,a0001175,19496,0,0
m1082,"Candidate, The (1972)",['Drama'],7.0,a0006916,9953,"1,500,000",0
m1083,"Great Race, The (1965)","['Comedy', 'Musical']",7.3,a0001175,16199,"12,000,000",0
m1084,Bonnie and Clyde (1967),"['Crime', 'Drama']",7.8,a0671957,102777,"2,500,000",0
m1085,"Old Man and the Sea, The (1958)","['Adventure', 'Drama']",7.0,a0003593,7109,"5,000,000",0
m1086,Dial M for Murder (1954),"['Mystery', 'Thriller']",8.2,a0000033,159175,"1,400,000","6,540,000"
m1087,Madame Butterfly (1995),['Musical'],,,,,
m1088,Dirty Dancing (1987),"['Musical', 'Romance']",7.0,a0001915,204883,"6,000,000","170,000,000"
m1089,Reservoir Dogs (1992),"['Crime', 'Thriller']",8.3,a0000233,922665,"1,200,000","14,831,693"
m1090,Platoon (1986),"['Drama', 'War']",8.1,a0000231,382626,"6,000,000",0
m1091,Weekend at Bernie's (1989),['Comedy'],6.4,a0467646,49138,0,0
m1092,Basic Instinct (1992),"['Mystery', 'Thriller']",7.0,a0000682,179150,"49,000,000","352,700,000"
m1093,"Doors, The (1991)","['Drama', 'Musical']",7.2,a0000231,84021,"38,000,000",0
m1094,"Crying Game, The (1992)","['Drama', 'Romance', 'War']",7.2,a0001403,51213,"2,300,000",0
m1095,Glengarry Glen Ross (1992),['Drama'],7.7,a0001226,96183,"12,500,000",0
m1096,Sophie's Choice (1982),['Drama'],7.6,a0001587,42488,"12,000,000",0
m1097,E.T. the Extra-Terrestrial (1982),"[""Children's"", 'Drama', 'Fantasy', 'Sci-Fi']",7.8,a0000229,373773,"10,500,000","792,910,554"
m1098,"Search for One-eye Jimmy, The (1996)",['Comedy'],,,,,
m1099,"Christmas Carol, A (1938)",['Drama'],7.5,a0547446,6465,0,0
m1100,Days of Thunder (1990),"['Action', 'Romance']",6.1,a0001716,79576,"60,000,000","165,900,000"
m1101,Top Gun (1986),"['Action', 'Romance']",6.9,a0001716,296931,"15,000,000","356,830,601"
m1102,American Strays (1996),['Action'],,,,,
m1103,Rebel Without a Cause (1955),['Drama'],7.7,a0712947,83705,"1,500,000",0
m1104,"Streetcar Named Desire, A (1951)",['Drama'],8.0,a0001415,99515,"1,800,000",0
m1105,Children of the Corn IV: The Gathering (1996),['Horror'],4.2,a0817770,4338,0,0
m1106,"Leopard Son, The (1996)",['Documentary'],,,,,
m1107,Loser (1991),['Comedy'],7.7,a0121673,16,0,0
m1108,Prerokbe Ognja (1995),['Documentary'],,,,,
m1109,Charm's Incidents (1996),['Drama'],,,,,
m1110,Bird of Prey (1996),['Action'],,,,,
m1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),['Documentary'],7.9,a0701821,10728,"5,000,000",0
m1112,Palookaville (1996),"['Action', 'Drama']",6.5,a0851930,2360,0,0
m1113,"Associate, The (1996)",['Comedy'],,,,,
m1114,"Funeral, The (1996)",['Drama'],6.6,a0001206,8251,"12,500,000",0
m1115,Sleepover (1995),"['Comedy', 'Drama']",,,,,
m1116,"Single Girl, A (La Fille Seule) (1995)",['Drama'],6.9,a0415245,1523,0,0
m1117,"Eighth Day, The (Le Huitième jour ) (1996)",['Drama'],7.5,a0233757,9015,"25,000,000",0
m1118,Tashunga (1995),"['Adventure', 'Western']",,,,,
m1119,Drunks (1997),['Drama'],6.3,a0169940,1013,0,0
m1120,"People vs. Larry Flynt, The (1996)",['Drama'],7.3,a0001232,88444,"36,000,000",0
m1121,Glory Daze (1996),['Drama'],5.5,a0929186,3324,0,0
m1122,Plutonium Circus (1995),['Documentary'],,,,,
m1123,"Perfect Candidate, A (1996)",['Documentary'],7.1,a0888083,257,0,0
m1124,On Golden Pond (1981),['Drama'],7.6,a0041932,27762,0,0
m1125,"Return of the Pink Panther, The (1974)",['Comedy'],7.1,a0001175,25242,"5,000,000",0
m1126,Drop Dead Fred (1991),"['Comedy', 'Fantasy']",6.0,a0429517,27029,"6,788,000",0
m1127,"Abyss, The (1989)","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",7.5,a0000116,163131,"70,000,000","90,000,098"
m1128,"Fog, The (1980)",['Horror'],6.8,a0000118,64838,"1,000,000",0
m1129,Escape from New York (1981),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",7.2,a0000118,127149,"6,000,000","50,000,000"
m1130,"Howling, The (1980)",['Horror'],6.6,a0001102,31316,"1,000,000",0
m1131,Jean de Florette (1986),['Drama'],8.0,a0001945,24084,0,0
m1132,Manon of the Spring (Manon des sources) (1986),['Drama'],8.0,a0001945,20807,0,0
m1133,Talking About Sex (1994),"['Comedy', 'Drama']",,,,,
m1134,Johnny 100 Pesos (1993),"['Action', 'Drama']",,,,,
m1135,Private Benjamin (1980),['Comedy'],6.2,a0956052,23613,"10,000,000",0
m1136,Monty Python and the Holy Grail (1974),['Comedy'],8.2,a0001402,502415,"229,575","5,028,948"
m1137,Hustler White (1996),['Romance'],5.8,a0478418,1214,0,0
m1138,Dadetown (1995),['Documentary'],,,,,
m1139,Everything Relative (1996),['Drama'],,,,,
m1140,Entertaining Angels: The Dorothy Day Story (1996),['Drama'],6.2,a0722493,431,0,0
m1141,Hoogste tijd (1995),['Drama'],,,,,
m1142,Get Over It (1996),['Drama'],,,,,
m1143,Three Lives and Only One Death (1996),['Comedy'],,,,,
m1144,"Line King: Al Hirschfeld, The (1996)",['Documentary'],7.0,a0238743,277,0,0
m1145,Snowriders (1996),['Documentary'],,,,,
m1146,Curtis's Charm (1995),"['Comedy', 'Drama']",,,,,
m1147,When We Were Kings (1996),['Documentary'],8.0,a0309382,15290,0,0
m1148,"Wrong Trousers, The (1993)","['Animation', 'Comedy']",8.3,a0661910,51127,0,0
m1149,JLG/JLG - autoportrait de décembre (1994),"['Documentary', 'Drama']",,,,,
m1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",['Drama'],7.4,a0897045,4065,0,0
m1151,Faust (1994),"['Animation', 'Comedy', 'Thriller']",7.5,a0840905,3500,0,0
m1152,He Walked by Night (1948),"['Crime', 'Film-Noir', 'Thriller']",,,,,
m1153,Raw Deal (1948),['Film-Noir'],,,,,
m1154,T-Men (1947),['Film-Noir'],,,,,
m1155,"Invitation, The (Zaproszenie) (1986)",['Drama'],,,,,
m1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",['Drama'],7.7,a0001120,2445,0,0
m1157,"Symphonie pastorale, La (1946)",['Drama'],,,,,
m1158,Here Comes Cookie (1935),['Comedy'],,,,,
m1159,Love in Bloom (1935),['Romance'],,,,,
m1160,Six of a Kind (1934),['Comedy'],,,,,
m1161,"Tin Drum, The (Blechtrommel, Die) (1979)",['Drama'],7.5,a0772522,22365,0,0
m1162,"Ruling Class, The (1972)",['Comedy'],7.4,a0575389,5742,0,0
m1163,Mina Tannenbaum (1994),['Drama'],7.1,a0240987,915,0,0
m1164,Two or Three Things I Know About Her (1966),['Drama'],,,,,
m1165,"Bloody Child, The (1996)","['Drama', 'Thriller']",,,,,
m1166,Farmer & Chase (1995),['Comedy'],,,,,
m1167,Dear God (1996),['Comedy'],5.5,a0005190,3621,"22,000,000",0
m1168,Bad Moon (1996),['Horror'],,,,,
m1169,American Dream (1990),['Documentary'],,,,,
m1170,Best of the Best 3: No Turning Back (1995),['Action'],4.9,a0722221,1958,0,0
m1171,Bob Roberts (1992),['Comedy'],7.0,a0000209,13107,0,0
m1172,Cinema Paradiso (1988),"['Comedy', 'Drama', 'Romance']",8.5,a0868153,232114,"5,000,000",0
m1173,"Cook the Thief His Wife & Her Lover, The (1989)",['Drama'],7.6,a0000425,35110,0,0
m1174,Grosse Fatigue (1994),['Comedy'],,,,,
m1175,Delicatessen (1991),"['Comedy', 'Sci-Fi']",7.6,a0000466,80736,"24,000,000",0
m1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",['Drama'],7.8,a0001425,42732,0,0
m1177,Enchanted April (1991),['Drama'],7.4,a0001565,6059,0,0
m1178,Paths of Glory (1957),"['Drama', 'War']",8.4,a0000040,179161,"935,000","2,092,959"
m1179,"Grifters, The (1990)","['Crime', 'Drama', 'Film-Noir']",6.9,a0001241,25373,0,0
m1180,Hear My Song (1991),['Comedy'],7.0,a0155093,1503,0,0
m1181,"Shooter, The (1995)",['Action'],,,,,
m1183,"English Patient, The (1996)","['Drama', 'Romance', 'War']",7.4,a0005237,179334,"27,000,000","134,700,000"
m1184,Mediterraneo (1991),"['Comedy', 'War']",7.5,a0759368,13956,0,0
m1185,My Left Foot (1989),['Drama'],7.9,a0006487,68435,"600,000",0
m1186,"Sex, Lies, and Videotape (1989)",['Drama'],7.2,a0001752,50572,"1,200,000",0
m1187,Passion Fish (1992),['Drama'],7.4,a0000626,5044,"3,330,000",0
m1188,Strictly Ballroom (1992),"['Comedy', 'Romance']",7.2,a0525303,25123,"3,000,000",0
m1189,"Thin Blue Line, The (1988)",['Documentary'],8.0,a0001554,21625,0,0
m1190,Tie Me Up! Tie Me Down! (1990),['Drama'],7.0,a0000264,24826,0,0
m1191,Madonna: Truth or Dare (1991),['Documentary'],6.4,a0450194,8710,"4,500,000","29,012,935"
m1192,Paris Is Burning (1990),['Documentary'],8.2,a0515255,12843,"500,000",0
m1193,One Flew Over the Cuckoo's Nest (1975),['Drama'],8.7,a0001232,921884,"4,400,000","11,930,050"
m1194,Up in Smoke (1978),['Comedy'],7.0,a0001045,36274,"2,000,000",0
m1196,Star Wars: Episode V - The Empire Strikes Back (1980),"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'War']",8.7,a0449984,1164115,"18,000,000","247,916,602"
m1197,"Princess Bride, The (1987)","['Action', 'Adventure', 'Comedy', 'Romance']",8.0,a0001661,395210,"16,000,000",0
m1198,Raiders of the Lost Ark (1981),"['Action', 'Adventure']",8.4,a0000229,887170,"18,000,000","389,925,971"
m1199,Brazil (1985),['Sci-Fi'],7.9,a0000416,188108,"15,000,000",0
m1200,Aliens (1986),"['Action', 'Sci-Fi', 'Thriller', 'War']",8.3,a0000116,654921,"18,500,000","131,060,248"
m1201,"Good, The Bad and The Ugly, The (1966)","['Action', 'Western']",8.8,a0001466,691344,"1,200,000",0
m1202,Withnail and I (1987),['Comedy'],7.7,a0732430,40537,0,0
m1203,12 Angry Men (1957),['Drama'],9.0,a0001486,693869,"350,000",0
m1204,Lawrence of Arabia (1962),"['Adventure', 'War']",8.3,a0000180,269210,"15,000,000","77,324,144"
m1205,"Transformers: The Movie, The (1986)","['Action', 'Animation', ""Children's"", 'Sci-Fi', 'Thriller', 'War']",,,,,
m1206,"Clockwork Orange, A (1971)",['Sci-Fi'],8.3,a0000040,760819,"2,200,000",0
m1207,To Kill a Mockingbird (1962),['Drama'],8.2,a0612322,294767,"2,000,000",0
m1208,Apocalypse Now (1979),"['Drama', 'War']",8.4,a0000338,609012,"31,500,000",0
m1209,Once Upon a Time in the West (1969),['Western'],8.5,a0001466,304042,"5,000,000",0
m1210,Star Wars: Episode VI - Return of the Jedi (1983),"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'War']",8.3,a0549658,954249,"32,500,000","165,800,000"
m1211,Wings of Desire (Der Himmel über Berlin) (1987),"['Comedy', 'Drama', 'Romance']",8.0,a0000694,65104,0,"5,850,809"
m1212,"Third Man, The (1949)","['Mystery', 'Thriller']",8.1,a0715346,159335,0,0
m1213,GoodFellas (1990),"['Crime', 'Drama']",8.7,a0000217,1026393,"25,000,000",0
m1214,Alien (1979),"['Action', 'Horror', 'Sci-Fi', 'Thriller']",8.4,a0000631,791175,"11,000,000","203,630,630"
m1215,Army of Darkness (1993),"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi']",7.5,a0000600,163122,"11,000,000","21,502,976"
m1216,"Big Blue, The (Le Grand Bleu) (1988)","['Adventure', 'Romance']",7.6,a0000108,48411,"80,000,000",0
m1217,Ran (1985),"['Drama', 'War']",8.2,a0000041,113141,"11,500,000",0
m1218,"Killer, The (Die xue shuang xiong) (1989)","['Action', 'Thriller']",7.8,a0000247,45735,0,0
m1219,Psycho (1960),"['Horror', 'Thriller']",8.5,a0000033,606990,"806,947",0
m1220,"Blues Brothers, The (1980)","['Action', 'Comedy', 'Musical']",7.9,a0000484,183848,"27,000,000",0
m1221,"Godfather: Part II, The (1974)","['Action', 'Crime', 'Drama']",9.0,a0000338,1135580,"13,000,000",0
m1222,Full Metal Jacket (1987),"['Action', 'Drama', 'War']",8.3,a0000040,677946,"30,000,000",0
m1223,"Grand Day Out, A (1992)","['Animation', 'Comedy']",7.8,a0661910,31709,0,0
m1224,Henry V (1989),"['Drama', 'War']",7.5,a0000110,28260,"9,000,000",0
m1225,Amadeus (1984),['Drama'],8.3,a0001232,370445,"18,000,000",0
m1226,"Quiet Man, The (1952)","['Comedy', 'Romance']",7.7,a0000406,34815,0,0
m1227,Once Upon a Time in America (1984),"['Crime', 'Drama', 'Thriller']",8.4,a0001466,313106,"30,000,000","8,157,411"
m1228,Raging Bull (1980),['Drama'],8.2,a0000217,323248,"18,000,000",0
m1230,Annie Hall (1977),"['Comedy', 'Romance']",8.0,a0000095,252430,"4,000,000",0
m1231,"Right Stuff, The (1983)",['Drama'],7.8,a0442241,56377,"27,000,000",0
m1232,Stalker (1979),"['Mystery', 'Sci-Fi']",8.2,a0001789,117801,"6,000,000",0
m1233,"Boat, The (Das Boot) (1981)","['Action', 'Drama', 'War']",8.3,a0000583,232824,"14,000,000","73,482,661"
m1234,"Sting, The (1973)","['Comedy', 'Crime']",8.3,a0001351,242440,"5,500,000","8,299,101"
m1235,Harold and Maude (1971),['Comedy'],7.9,a0000797,71092,"1,200,000",0
m1236,Trust (1990),"['Comedy', 'Drama']",7.3,a0001325,9249,"700,000",0
m1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",['Drama'],8.2,a0000005,166017,"150,000",0
m1238,Local Hero (1983),['Comedy'],7.4,a0287025,21798,"3,000,000",0
m1240,"Terminator, The (1984)","['Action', 'Sci-Fi', 'Thriller']",8.0,a0000116,801549,"6,400,000","40,000,000"
m1241,Braindead (1992),"['Comedy', 'Horror']",7.5,a0001392,91551,"3,000,000",0
m1242,Glory (1989),"['Action', 'Drama', 'War']",7.8,a0001880,123592,"18,000,000",0
m1243,Rosencrantz and Guildenstern Are Dead (1990),"['Comedy', 'Drama']",7.4,a0001779,20898,0,0
m1244,Manhattan (1979),"['Comedy', 'Drama', 'Romance']",7.9,a0000095,131769,"9,000,000",0
m1245,Miller's Crossing (1990),['Drama'],7.7,a0001053,126180,"14,000,000",0
m1246,Dead Poets Society (1989),['Drama'],8.1,a0001837,428300,"16,400,000","140,000,000"
m1247,"Graduate, The (1967)","['Drama', 'Romance']",8.0,a0001566,254499,"3,000,000","114,945,305"
m1248,Touch of Evil (1958),"['Crime', 'Film-Noir', 'Thriller']",8.0,a0000080,98655,"829,000",0
m1249,Nikita (La Femme Nikita) (1990),['Thriller'],7.3,a0000108,67571,"50,000,000",0
m1250,"Bridge on the River Kwai, The (1957)","['Drama', 'War']",8.1,a0000180,204255,"3,000,000","2,760,714"
m1251,8 1/2 (1963),['Drama'],8.0,a0000019,109284,0,0
m1252,Chinatown (1974),"['Film-Noir', 'Mystery', 'Thriller']",8.1,a0000591,295703,"6,000,000",0
m1253,"Day the Earth Stood Still, The (1951)","['Drama', 'Sci-Fi']",7.7,a0936404,76419,"1,200,000",0
m1254,"Treasure of the Sierra Madre, The (1948)",['Adventure'],8.2,a0001379,114774,"3,000,000",0
m1255,Bad Taste (1987),"['Comedy', 'Horror']",6.6,a0001392,44190,"200,000",0
m1256,Duck Soup (1933),"['Comedy', 'War']",7.8,a0564970,55706,0,0
m1257,Better Off Dead... (1985),['Comedy'],7.1,a0390822,41538,0,0
m1258,"Shining, The (1980)",['Horror'],8.4,a0000040,902924,"19,000,000","17,469,946"
m1259,Stand by Me (1986),"['Adventure', 'Comedy', 'Drama']",8.1,a0001661,364744,"8,000,000",0
m1260,M (1931),"['Crime', 'Film-Noir', 'Thriller']",8.3,a0000485,144176,0,0
m1261,Evil Dead II (Dead By Dawn) (1987),"['Action', 'Adventure', 'Comedy', 'Horror']",7.8,a0000600,148751,"3,600,000",0
m1262,"Great Escape, The (1963)","['Adventure', 'War']",8.2,a0836328,225588,"4,000,000",0
m1263,"Deer Hunter, The (1978)","['Drama', 'War']",8.1,a0001047,312785,"15,000,000",0
m1264,Diva (1981),"['Action', 'Drama', 'Mystery', 'Romance', 'Thriller']",7.1,a0000894,11940,0,0
m1265,Groundhog Day (1993),"['Comedy', 'Romance']",8.0,a0000601,581722,"14,600,000",0
m1266,Unforgiven (1992),['Western'],8.2,a0000142,377395,"14,400,000","159,157,447"
m1267,"Manchurian Candidate, The (1962)","['Film-Noir', 'Thriller']",7.9,a0001239,71270,"2,200,000",0
m1268,Pump Up the Volume (1990),['Drama'],7.2,a0610496,26397,0,0
m1269,Arsenic and Old Lace (1944),"['Comedy', 'Mystery', 'Thriller']",8.0,a0001008,65297,"1,120,175",0
m1270,Back to the Future (1985),"['Comedy', 'Sci-Fi']",8.5,a0000709,1063338,"19,000,000","381,109,762"
m1271,Fried Green Tomatoes (1991),['Drama'],7.7,a0000816,67195,"11,000,000","119,418,501"
m1272,Patton (1970),"['Drama', 'War']",7.9,a0769874,93964,"12,000,000",0
m1273,Down by Law (1986),"['Comedy', 'Drama']",7.8,a0000464,48002,"1,100,000",0
m1274,Akira (1988),"['Adventure', 'Animation', 'Sci-Fi', 'Thriller']",8.0,a0960028,165737,"1,100,000,000","80,000,000"
m1275,Highlander (1986),"['Action', 'Adventure']",7.1,a0611683,122524,"16,000,000","12,885,193"
m1276,Cool Hand Luke (1967),"['Comedy', 'Drama']",8.1,a0742341,162672,"3,200,000","16,217,773"
m1277,Cyrano de Bergerac (1990),"['Action', 'Drama', 'Romance']",7.5,a0710919,22591,0,0
m1278,Young Frankenstein (1974),"['Comedy', 'Horror']",8.0,a0000316,143899,"2,800,000",0
m1279,Night on Earth (1991),"['Comedy', 'Drama']",7.8,a0000464,55614,"3,500,000",0
m1280,Raise the Red Lantern (1991),['Drama'],8.1,a0955443,29786,0,0
m1281,"Great Dictator, The (1940)",['Comedy'],8.4,a0000122,204088,"2,000,000",0
m1282,Fantasia (1940),"['Animation', ""Children's"", 'Musical']",7.7,a0789313,88948,"2,280,000","187,924"
m1283,High Noon (1952),['Western'],7.9,a0003593,97515,"730,000",0
m1284,"Big Sleep, The (1946)","['Film-Noir', 'Mystery']",7.9,a0001328,79003,"250,000","10,682,000"
m1285,Heathers (1989),['Comedy'],7.2,a0499724,89079,"3,000,000",0
